split,h5_path,patch_id,center_id,sat_mean,colorfulness,grad_energy,p_soft_white,gray_p1,gray_p99,gray_range_p99_p1,gray_std,gray_entropy,p_black,p_white,score,is_outlier,rank_worst_first
train,train.h5,91887,3,0.003756992518901825,0.0018865889869630337,0.005759285297244787,0.4356553819444444,0.0,1.0,1.0,0.4913282096385956,0.7905751623297925,0.5536024305555556,0.4325086805555556,4.454164878775676,True,25
train,train.h5,18344,0,0.0031994404271245003,0.003691090503707528,0.005621100775897503,0.3854166666666667,0.0,0.9908515810966492,0.9908515810966492,0.4785085916519165,0.9892903274660834,0.6041666666666666,0.3740234375,4.4468812712778645,True,26
train,train.h5,58985,3,0.003082097275182605,0.0043129390105605125,0.005531765054911375,0.3645833333333333,0.0,0.9846458435058594,0.9846458435058594,0.470899373292923,0.7638977040267767,0.625,0.2253689236111111,4.4444975809504585,True,27
train,train.h5,90144,3,0.003549792803823948,0.004129977431148291,0.00558637036010623,0.3541666666666667,0.0,0.9917421936988831,0.9917421936988831,0.4726923108100891,0.8980639347899411,0.6354166666666666,0.3490668402777778,4.441140317668517,True,28
train,train.h5,46906,0,0.0041419463232159615,0.003433224279433489,0.00569508271291852,0.3627387152777778,0.0,0.9921875,0.9921875,0.4726100265979767,0.9615810365035562,0.6261935763888888,0.3336588541666667,4.43427899107337,True,29
train,train.h5,67110,3,0.003420697757974267,0.004392227157950401,0.006672765128314495,0.3466796875,0.0,0.9781757593154907,0.9781757593154907,0.46244016289711,0.8168973041024986,0.6328125,0.002495659722222222,4.4283570889383554,True,30
train,train.h5,49306,0,0.008965553715825081,0.0037835687398910522,0.004682270810008049,0.1733940972222222,0.0,0.9834843873977661,0.9834843873977661,0.3722095191478729,0.6082376060228036,0.8087022569444444,0.036566840277777776,4.426657726367315,True,31
train,train.h5,79122,0,0.0027191999834030867,0.0031971032731235027,0.0054054963402450085,0.4479166666666667,0.0,0.99609375,0.99609375,0.4904983937740326,0.8459845856452446,0.5416666666666666,0.4343532986111111,4.418079782898227,True,34
train,train.h5,68603,3,0.0024130349047482014,0.00430340925231576,0.005820687860250473,0.40625,0.0,0.98046875,0.98046875,0.47587987780570984,0.899733467024705,0.5729166666666666,0.0146484375,4.411612056195736,True,35
train,train.h5,91227,0,0.0025484003126621246,0.0044072410091757774,0.0056745391339063644,0.40625,0.0,0.9894492030143738,0.9894492030143738,0.48171600699424744,1.0340242141810423,0.5833333333333334,0.3922526041666667,4.41129057854414,True,36
train,train.h5,81711,0,0.001704919384792447,0.003421832574531436,0.005619043949991465,0.4895833333333333,0.0,0.99609375,0.99609375,0.49250558018684387,0.8369605354830477,0.5,0.4781901041666667,4.4082165360450745,True,37
train,train.h5,85436,3,0.003616050351411104,0.003911967854946852,0.0057574124075472355,0.3958333333333333,0.0,1.0,1.0,0.48019108176231384,0.9277289838004283,0.6041666666666666,0.21180555555555555,4.404382119576136,True,38
train,train.h5,82099,0,0.0023646934423595667,0.004275532439351082,0.00544824730604887,0.4166666666666667,0.0,0.963718831539154,0.963718831539154,0.47032999992370605,0.7975163378579104,0.5625,0.0,4.401068274552624,True,39
train,train.h5,64969,0,0.006920359563082457,0.002385206986218691,0.005884828511625528,0.3091362847222222,0.0,0.9952030777931213,0.9952030777931213,0.45742812752723694,0.7515027982859295,0.6791449652777778,0.3028428819444444,4.398346344629924,True,40
train,train.h5,73277,3,0.002562994370236993,0.0046142153441905975,0.005867408588528633,0.40625,0.0,0.9921875,0.9921875,0.48074403405189514,1.0625759503817793,0.5833333333333334,0.3165147569444444,4.396519352371494,True,41
train,train.h5,22722,0,0.00431598536670208,0.002461859956383705,0.005500534549355507,0.4270833333333333,0.0,1.0,1.0,0.488315224647522,0.8055128984814883,0.5625,0.4143880208333333,4.391893645127614,True,42
train,train.h5,47578,0,0.0041105905547738075,0.0036317878402769566,0.0057243164628744125,0.3853081597222222,0.0,0.9944136142730713,0.9944136142730713,0.4793784022331238,0.8576098318816757,0.6039496527777778,0.3726128472222222,4.389765919496616,True,43
train,train.h5,562,3,0.003225987544283271,0.004319617059081793,0.0056810216046869755,0.3854166666666667,0.0,0.9784101843833923,0.9784101843833923,0.47269102931022644,0.8693544224207819,0.59375,0.0048828125,4.387584693108996,True,44
train,train.h5,32590,3,0.00254011619836092,0.004415187984704971,0.005676388740539551,0.4166666666666667,0.0,0.9905741810798645,0.9905741810798645,0.4832601547241211,1.0542092201567177,0.5625,0.3853081597222222,4.380063054462274,True,45
train,train.h5,54855,3,0.0023399703204631805,0.003516223281621933,0.005685127805918455,0.4791666666666667,0.0,0.9979413747787476,0.9979413747787476,0.49250370264053345,0.8145472282526723,0.5104166666666666,0.4722222222222222,4.3752120931943255,True,46
train,train.h5,73958,3,0.0018050340004265308,0.0033612423576414585,0.00551148084923625,0.5,0.0,0.9926328659057617,0.9926328659057617,0.4914083778858185,0.8670433665048066,0.4791666666666667,0.4990234375,4.3743315761288,True,47
train,train.h5,89370,0,0.002006087452173233,0.003650703001767397,0.005518999416381121,0.4791666666666667,0.0,0.9940351247787476,0.9940351247787476,0.49187925457954407,0.8240377695476109,0.5,0.4787326388888889,4.372880636403958,True,48
train,train.h5,54856,3,0.002753400942310691,0.0037841484881937504,0.005979469511657953,0.4443359375,0.0,0.9894492030143738,0.9894492030143738,0.4860265254974365,1.098331289734987,0.5390625,0.3508029513888889,4.372757121299704,True,49
train,train.h5,40911,0,0.005517520476132631,0.002734242007136345,0.005411457270383835,0.375,0.0,0.9901288747787476,0.9901288747787476,0.47853416204452515,0.7878487132986368,0.6145833333333334,0.3747829861111111,4.371757501115401,True,50
train,train.h5,90121,3,0.002125693252310157,0.0036627808585762978,0.005734853912144899,0.4791666666666667,0.0,0.9956483840942383,0.9956483840942383,0.4905981719493866,0.9076983693281226,0.5,0.4787326388888889,4.364101725940903,True,51
train,train.h5,29117,3,0.006270046811550856,0.0026265298947691917,0.005525678861886263,0.3463541666666667,0.0,0.99609375,0.99609375,0.47188660502433777,0.7561636071102931,0.6354166666666666,0.34375,4.360019886245331,True,52
train,train.h5,54451,3,0.004332924727350473,0.0043243723921477795,0.006926922593265772,0.3671875,0.0,0.973095178604126,0.973095178604126,0.4608071446418762,1.030407785286556,0.6223958333333334,0.00010850694444444444,4.356440608700117,True,53
train,train.h5,7213,3,0.002010375028476119,0.0034658184740692377,0.005525908432900906,0.5,0.0,0.9921875,0.9921875,0.4913402497768402,0.8311128268468617,0.4791666666666667,0.4992404513888889,4.353670433163643,True,54
train,train.h5,38592,3,0.0029102759435772896,0.004916145466268063,0.005719046574085951,0.40625,0.0,0.9726563096046448,0.9726563096046448,0.4729652404785156,0.9893555710563173,0.5833333333333334,0.00021701388888888888,4.353238572676976,True,55
train,train.h5,40566,0,0.0026579785626381636,0.004045264795422554,0.0055048842914402485,0.4479166666666667,0.0,0.9956483840942383,0.9956483840942383,0.49078136682510376,0.8022349026297462,0.53125,0.4479166666666667,4.349992109462619,True,56
train,train.h5,31599,3,0.004167607985436916,0.003486594883725047,0.005537299904972315,0.4270833333333333,0.0,0.9901288747787476,0.9901288747787476,0.48691627383232117,1.025042006619374,0.5625,0.4190538194444444,4.333469808722536,True,57
train,train.h5,18720,0,0.0027082343585789204,0.003483740147203207,0.005594588350504637,0.5,0.0,0.9894062876701355,0.9894062876701355,0.490446001291275,1.0593783913921448,0.4895833333333333,0.4892578125,4.321576699614525,True,58
train,train.h5,56854,0,0.002531724749132991,0.004110310226678848,0.005782684311270714,0.4791666666666667,0.0,0.9846522808074951,0.9846522808074951,0.4856352210044861,0.8780134108612688,0.5,0.18934461805555555,4.30719766827921,True,59
train,train.h5,89455,0,0.005286474246531725,0.0030679646879434586,0.00629337877035141,0.41015625,0.0,0.9933554530143738,0.9933554530143738,0.4840002954006195,0.9417846859965844,0.5730251736111112,0.4048394097222222,4.3025751647849875,True,60
train,train.h5,87432,3,0.004485047422349453,0.004648908041417599,0.005718215834349394,0.375,0.0,0.9663888812065125,0.9663888812065125,0.46273717284202576,0.8583299124274221,0.6041666666666666,0.00010850694444444444,4.297319635748863,True,61
train,train.h5,50647,0,0.005056316033005714,0.0034894319251179695,0.005446354392915964,0.4270833333333333,0.0,0.9873905777931213,0.9873905777931213,0.4863969087600708,1.017576654696608,0.5725911458333334,0.4172092013888889,4.289170188208421,True,62
train,train.h5,65034,3,0.006190446671098471,0.004006414208561182,0.005891325883567333,0.333984375,0.0,0.9903632402420044,0.9903632402420044,0.4609251916408539,1.0941213539840338,0.6444227430555556,0.2033420138888889,4.28684338927269,True,63
train,train.h5,28409,0,0.0031773457303643227,0.004433334805071354,0.005626147612929344,0.4583333333333333,0.0,0.9882811903953552,0.9882811903953552,0.48772478103637695,1.1117275118284808,0.5208333333333334,0.4480251736111111,4.273871297637621,True,64
train,train.h5,12613,0,0.003880617208778858,0.00497488072142005,0.006178927607834339,0.4269748263888889,0.0,0.9875950813293457,0.9875950813293457,0.48308202624320984,0.9557481955184803,0.5625,0.2702907986111111,4.253383471320073,True,65
train,train.h5,16837,0,0.004541012458503246,0.004091333597898483,0.006028961390256882,0.4356553819444444,0.0,0.9862226843833923,0.9862226843833923,0.481042742729187,0.972621866467958,0.5494791666666666,0.12890625,4.248729012906551,True,66
train,train.h5,7740,0,0.0034297306556254625,0.005860674194991589,0.005658505484461784,0.4166666666666667,0.0,0.9811484217643738,0.9811484217643738,0.4807918071746826,0.7857529069078077,0.5729166666666666,0.026801215277777776,4.24001467662553,True,67
train,train.h5,93512,3,0.004267016891390085,0.0045598531141877174,0.0057456777431070805,0.4479166666666667,0.0,0.9765625,0.9765625,0.48228150606155396,0.9563647873848807,0.5520833333333334,0.003146701388888889,4.239666999628146,True,68
train,train.h5,77570,3,0.00547225633636117,0.004775812849402428,0.005556255113333464,0.375,0.0,0.9862226843833923,0.9862226843833923,0.47271111607551575,0.854659300484623,0.6145833333333334,0.24479166666666666,4.23867038761576,True,69
train,train.h5,51721,0,0.005366649944335222,0.0037415032275021076,0.005447946488857269,0.4166666666666667,0.0,0.9878358840942383,0.9878358840942383,0.4828907549381256,1.070192288425258,0.5625,0.4120008680555556,4.236539788544178,True,70
train,train.h5,61829,0,0.005556231830269098,0.005210113245993853,0.005428292788565159,0.3541666666666667,0.0,0.9596015810966492,0.9596015810966492,0.4553675651550293,0.9107682812591084,0.6354166666666666,0.0,4.23536866158247,True,71
train,train.h5,4417,0,0.0037574470043182373,0.0044228313490748405,0.005709916353225708,0.46875,0.0,0.9832069873809814,0.9832069873809814,0.4850834906101227,0.8161277857604377,0.5104166666666666,0.09429253472222222,4.220273109773795,True,73
train,train.h5,41568,3,0.004036982078105211,0.0038168998435139656,0.0057374536991119385,0.5,0.0,0.9956483840942383,0.9956483840942383,0.4930959939956665,0.83572566523059,0.4891493055555556,0.4976128472222222,4.2101318302253885,True,74
train,train.h5,65474,0,0.004677175544202328,0.004129964858293533,0.005615629255771637,0.4479166666666667,0.0,0.9917421936988831,0.9917421936988831,0.48830533027648926,1.0144576041739388,0.53125,0.4478081597222222,4.209732306500276,True,75
train,train.h5,37905,3,0.01112675666809082,0.002803287236019969,0.005467217415571213,0.2392578125,0.0,0.9921875,0.9921875,0.42245689034461975,0.685963949938644,0.7498914930555556,0.2338324652777778,4.196167645975947,True,78
train,train.h5,8390,3,0.0032109941821545362,0.005105941090732813,0.005823970772325993,0.4875217013888889,0.0,0.9866679906845093,0.9866679906845093,0.4864695072174072,0.9263695048665888,0.5,0.2639973958333333,4.195537648474176,True,79
train,train.h5,62219,3,0.006340005435049534,0.0034241925459355116,0.005720371380448341,0.4268663194444444,0.0,0.9926328659057617,0.9926328659057617,0.4866847097873688,1.035096415676038,0.5620659722222222,0.3506944444444444,4.192152426267663,True,80
train,train.h5,29375,3,0.006043842062354088,0.005017036572098732,0.005671595223248005,0.3645833333333333,0.0,0.9749922156333923,0.9749922156333923,0.46409526467323303,1.017394582548149,0.6145833333333334,0.0007595486111111111,4.184483091036478,True,81
train,train.h5,57881,0,0.004459090530872345,0.004750564228743315,0.0061193048022687435,0.4503038194444444,0.0,0.9811913967132568,0.9811913967132568,0.4816097617149353,1.1008234039836275,0.5315755208333334,0.04861111111111111,4.183386297275623,True,82
train,train.h5,35236,3,0.004419676028192043,0.003717645537108183,0.005639885552227497,0.5,0.0,0.9901288747787476,0.9901288747787476,0.48900580406188965,1.1362823486808389,0.4791666666666667,0.4849175347222222,4.176261895646652,True,83
train,train.h5,66968,3,0.008979493752121925,0.004334259312599897,0.006524241995066404,0.2892795138888889,0.0,0.9896835684776306,0.9896835684776306,0.44415897130966187,0.8780958977450355,0.6991102430555556,0.1840277777777778,4.161081826935211,True,84
train,train.h5,51113,3,0.006639302242547274,0.0031461622565984726,0.005584585014730692,0.4479166666666667,0.0,0.9933554530143738,0.9933554530143738,0.4896337389945984,0.8158357673819449,0.5416666666666666,0.435546875,4.16013570005695,True,85
train,train.h5,84479,0,0.008457038551568985,0.003049645107239485,0.006151515059173107,0.3634982638888889,0.0,0.9944804310798645,0.9944804310798645,0.4736747443675995,0.9766961006041275,0.6142578125,0.3580729166666667,4.154274474829435,True,86
train,train.h5,18381,3,0.006585931405425072,0.00461471127346158,0.0057497513480484486,0.3854166666666667,0.0,0.9834843873977661,0.9834843873977661,0.4736858308315277,0.8260669813652026,0.59375,0.07552083333333333,4.1439154880742235,True,87
train,train.h5,5176,0,0.0072365873493254185,0.0031535462476313114,0.005527537781745195,0.4375,0.0,0.9887264966964722,0.9887264966964722,0.48651283979415894,0.9930886783290618,0.5520833333333334,0.4351128472222222,4.135449426869552,True,88
train,train.h5,91623,0,0.0037839810829609632,0.005446331109851599,0.005654655862599611,0.4895833333333333,0.0,0.9848203063011169,0.9848203063011169,0.4878610372543335,0.8702819146042318,0.5,0.3074001736111111,4.134645853812495,True,89
train,train.h5,71127,0,0.005959592293947935,0.004517765250056982,0.00557246059179306,0.4479166666666667,0.0,0.9869452714920044,0.9869452714920044,0.48831117153167725,0.9574088517364552,0.5520833333333334,0.4131944444444444,4.1296344970663394,True,90
train,train.h5,67794,3,0.008562144823372364,0.004025959875434637,0.005557937081903219,0.34375,0.0,0.9912968873977661,0.9912968873977661,0.46658846735954285,0.9537077450487621,0.6458333333333334,0.3198784722222222,4.1295430200795336,True,91
train,train.h5,84549,3,0.0042932298965752125,0.007084782235324383,0.005556562449783087,0.3958333333333333,0.0,0.9905741810798645,0.9905741810798645,0.4817068874835968,0.9063742273932419,0.5833333333333334,0.3917100694444444,4.11646585787336,True,92
train,train.h5,56171,3,0.0043574366718530655,0.005416410509496927,0.005804411135613918,0.4791666666666667,0.0,0.9818710684776306,0.9818710684776306,0.4858110249042511,0.8071529617735812,0.5104166666666666,0.03634982638888889,4.11403518791,True,93
train,train.h5,21084,0,0.010690312832593918,0.003568582935258746,0.006036854349076748,0.2843967013888889,0.0,0.9800234436988831,0.9800234436988831,0.43952828645706177,0.7508128186132754,0.7037760416666666,0.013129340277777778,4.105071011309822,True,94
train,train.h5,13024,3,0.00404923502355814,0.005743539892137051,0.005883471108973026,0.4874131944444444,0.0,0.9885156750679016,0.9885156750679016,0.48786044120788574,0.9116112674495628,0.4958767361111111,0.2378472222222222,4.090963443120321,True,95
train,train.h5,73624,3,0.007888746447861195,0.005051484797149897,0.006170180160552263,0.3586154513888889,0.0,0.9733789563179016,0.9733789563179016,0.46171560883522034,0.994701304850973,0.62109375,0.002387152777777778,4.06895854199926,True,99
train,train.h5,81898,3,0.003978928085416555,0.006133260205388069,0.005937837529927492,0.4847005208333333,0.0,0.9770078063011169,0.9770078063011169,0.4759756326675415,1.309748138510876,0.4944661458333333,0.002387152777777778,4.067553332696358,True,100
train,train.h5,39085,0,0.0073435548692941666,0.004698221571743488,0.005758021026849747,0.4228515625,0.0,0.96875,0.96875,0.47510460019111633,0.8025637042592283,0.5755208333333334,0.0,4.060496153930823,True,101
train,train.h5,53035,0,0.008206394501030445,0.002706098137423396,0.005532058887183666,0.4583333333333333,0.0,0.9933554530143738,0.9933554530143738,0.48992490768432617,0.8326261158045267,0.5208333333333334,0.4577907986111111,4.053750490769744,True,102
train,train.h5,32376,3,0.004759224131703377,0.007835576310753822,0.006531551014631987,0.3938802083333333,0.0,0.9901288747787476,0.9901288747787476,0.47824767231941223,0.9767775839669968,0.59375,0.2759331597222222,4.05097163716952,True,103
train,train.h5,35308,3,0.0070896148681640625,0.004061627201735973,0.005694924388080835,0.4605034722222222,0.0,0.9928749799728394,0.9928749799728394,0.4902251064777374,0.846089733545335,0.5269097222222222,0.4512803819444444,4.046948445339997,True,104
train,train.h5,72475,3,0.00427517993375659,0.006159350275993347,0.005893014837056398,0.4895833333333333,0.0,0.9797208905220032,0.9797208905220032,0.48323696851730347,0.945945188602879,0.4895833333333333,0.009114583333333334,4.038739652683337,True,106
train,train.h5,44136,3,0.002732415683567524,0.010031023994088173,0.006070033181458712,0.40625,0.0,1.0,1.0,0.48573946952819824,0.9556135292415433,0.5833333333333334,0.3637152777777778,4.02410402148962,True,107
train,train.h5,56695,3,0.006564747542142868,0.0051456936635077,0.008206972852349281,0.4476996527777778,0.0,0.9731016159057617,0.9731016159057617,0.477420449256897,1.0980054179540146,0.5320095486111112,0.001953125,4.017318242539963,True,108
train,train.h5,3564,0,0.005772600416094065,0.0056065781973302364,0.0058220429345965385,0.4791666666666667,0.0,0.9904062747955322,0.9904062747955322,0.4905696511268616,0.9979523411642071,0.5104166666666666,0.4284939236111111,4.00701309243838,True,109
train,train.h5,72902,3,0.004571189638227224,0.00660703144967556,0.005699302069842815,0.5,0.0,0.9719765782356262,0.9719765782356262,0.48090848326683044,1.0404921789662274,0.4791666666666667,0.0,3.9735352608064813,True,111
train,train.h5,34342,3,0.007526422385126352,0.005533572286367416,0.005846886895596981,0.4166666666666667,0.0,0.9722110033035278,0.9722110033035278,0.46631181240081787,1.3572816732113941,0.5625,0.0,3.9730836885670824,True,112
train,train.h5,584,3,0.0035391757264733315,0.010022226721048355,0.006612046621739864,0.4060329861111111,0.0,1.0,1.0,0.4849070906639099,1.0083999292690073,0.5833333333333334,0.3478732638888889,3.9709065034985542,True,113
train,train.h5,62007,3,0.006856301799416542,0.005727353040128946,0.005971071310341358,0.4790581597222222,0.0,0.9749491810798645,0.9749491810798645,0.4803677201271057,1.0829102283139311,0.5104166666666666,0.0013020833333333333,3.926714677363634,True,116
train,train.h5,69257,0,0.010873159393668175,0.0036584921181201935,0.006128020118921995,0.3870442708333333,0.0,0.9878358840942383,0.9878358840942383,0.47590094804763794,1.0596066094104044,0.5962456597222222,0.3064236111111111,3.9255917221307755,True,117
train,train.h5,20807,3,0.009131846018135548,0.0038582836277782917,0.006339477840811014,0.4533420138888889,0.0,1.0,1.0,0.48447173833847046,1.1957070855844192,0.5276692708333334,0.181640625,3.9254952631890774,True,118
train,train.h5,3524,0,0.0068284315057098866,0.007200134452432394,0.006301443092525005,0.4047309027777778,0.0,1.0,1.0,0.48730629682540894,0.9912346831819681,0.5729166666666666,0.3722873263888889,3.924137269457181,True,119
train,train.h5,63413,3,0.008952351287007332,0.010659664869308472,0.00566933024674654,0.1636284722222222,0.0,0.9671797156333923,0.9671797156333923,0.35472312569618225,0.754412655488288,0.8190104166666666,0.00043402777777777775,3.921047881245613,True,120
train,train.h5,38487,3,0.009814795106649399,0.005504406988620758,0.0056709302589297295,0.3796657986111111,0.0,0.9910194873809814,0.9910194873809814,0.47478508949279785,1.0391026643486831,0.6139322916666666,0.1845703125,3.899618297815323,True,121
train,train.h5,73336,0,0.011985205113887787,0.0025471621192991734,0.005960630252957344,0.4098307291666667,0.0,0.9933554530143738,0.9933554530143738,0.484523743391037,0.8773261192003694,0.5680338541666666,0.4083116319444444,3.8832262990375357,True,124
train,train.h5,14027,3,0.010314046405255795,0.003443797118961811,0.00542815774679184,0.4479166666666667,0.0,0.9956483840942383,0.9956483840942383,0.4903416931629181,0.7975646426061525,0.53125,0.4479166666666667,3.8796854317188263,True,125
train,train.h5,22483,3,0.00937599316239357,0.00532904826104641,0.005719822831451893,0.4166666666666667,0.0,0.9722539186477661,0.9722539186477661,0.47536346316337585,1.065447615594293,0.5729166666666666,0.00043402777777777775,3.8790389051040015,True,126
train,train.h5,2729,3,0.009200320579111576,0.005169547628611326,0.005665619857609272,0.4270833333333333,0.0,0.9705976843833923,0.9705976843833923,0.4758428633213043,0.9529341552943704,0.5520833333333334,0.0,3.870133786151807,True,127
train,train.h5,51243,3,0.00990356970578432,0.0048323730006814,0.005940214730799198,0.4110243055555556,0.0,0.9800234436988831,0.9800234436988831,0.47585049271583557,1.1010514264304507,0.5678168402777778,0.010308159722222222,3.8693290799856186,True,128
train,train.h5,89598,3,0.008584748022258282,0.006326901260763407,0.005842689890414476,0.4375,0.0,0.9747148752212524,0.9747148752212524,0.4698348641395569,1.0693789428391987,0.5520833333333334,0.00043402777777777775,3.8340150477985544,True,131
train,train.h5,59100,3,0.01156515534967184,0.0035737580619752407,0.00552315404638648,0.4270833333333333,0.0,0.9945234060287476,0.9945234060287476,0.4869994819164276,0.8415370097548693,0.5520833333333334,0.4264322916666667,3.8188641058901944,True,132
train,train.h5,73280,3,0.010724291205406189,0.00599117623642087,0.00568135641515255,0.3645833333333333,0.0,0.9738242626190186,0.9738242626190186,0.46355459094047546,1.018667196896792,0.6145833333333334,0.0,3.807510503878196,True,133
train,train.h5,90255,3,0.011153968051075935,0.005404577124863863,0.005590641405433416,0.3854166666666667,0.0,0.9652890563011169,0.9652890563011169,0.4655986428260803,0.8875917975776467,0.6041666666666666,0.0,3.8023469882706804,True,134
train,train.h5,63663,3,0.010238416492938995,0.0048345401883125305,0.005547297652810812,0.4479166666666667,0.0,0.9853320717811584,0.9853320717811584,0.48593565821647644,0.8941059330573212,0.53125,0.3650173611111111,3.792011221249898,True,136
train,train.h5,94209,0,0.013385789468884468,0.002774869790300727,0.005452243145555258,0.4375,0.0,0.9894492030143738,0.9894492030143738,0.48865100741386414,0.7728465443196404,0.5520833333333334,0.4375,3.7507477160543203,True,137
